provincia,anio,poblacion_total,poblacion_varones,poblacion_mujeres,provincia_id,hogares,viviendas_particulares,viviendas_particulares_habitadas,superficie_km2,densidad_poblacional
Capital Federal,2010,3028481,1405566,1622915,2,1150134,1423973,1082998,200,15142.405
Capital Federal,2011,3033639,1409835,1623804,2,1150134,1423973,1082998,200,15168.195
Capital Federal,2012,3038860,1414105,1624755,2,1150134,1423973,1082998,200,15194.3
Capital Federal,2013,3044076,1418339,1625737,2,1150134,1423973,1082998,200,15220.38
Capital Federal,2014,3049229,1422507,1626722,2,1150134,1423973,1082998,200,15246.145
Capital Federal,2015,3054267,1426582,1627685,2,1150134,1423973,1082998,200,15271.335
Capital Federal,2016,3059122,1430531,1628591,2,1150134,1423973,1082998,200,15295.61
Capital Federal,2017,3063728,1434323,1629405,2,1150134,1423973,1082998,200,15318.64
Capital Federal,2018,3068043,1437936,1630107,2,1150134,1423973,1082998,200,15340.215
Capital Federal,2019,3072029,1441350,1630679,2,1150134,1423973,1082998,200,15360.145
Capital Federal,2020,3075646,1444545,1631101,2,1150134,1423973,1082998,200,15378.23
Capital Federal,2021,3078836,1447495,1631341,2,1150134,1423973,1082998,200,15394.18
Capital Federal,2022,3081550,1450179,1631371,2,1150134,1423973,1082998,200,15407.75
Capital Federal,2023,3083770,1452588,1631182,2,1150134,1423973,1082998,200,15418.85
Capital Federal,2024,3085483,1454716,1630767,2,1150134,1423973,1082998,200,15427.415
Capital Federal,2025,3086680,1456560,1630120,2,1150134,1423973,1082998,200,15433.4
Capital Federal,2026,3087338,1458111,1629227,2,1150134,1423973,1082998,200,15436.69
Capital Federal,2027,3087434,1459359,1628075,2,1150134,1423973,1082998,200,15437.17
Capital Federal,2028,3086973,1460309,1626664,2,1150134,1423973,1082998,200,15434.865
Capital Federal,2029,3085971,1460970,1625001,2,1150134,1423973,1082998,200,15429.855
Capital Federal,2030,3084450,1461355,1623095,2,1150134,1423973,1082998,200,15422.25
Capital Federal,2031,3082415,1461471,1620944,2,1150134,1423973,1082998,200,15412.075
Capital Federal,2032,3079869,1461324,1618545,2,1150134,1423973,1082998,200,15399.345
Capital Federal,2033,3076845,1460932,1615913,2,1150134,1423973,1082998,200,15384.225
Capital Federal,2034,3073375,1460312,1613063,2,1150134,1423973,1082998,200,15366.875
Capital Federal,2035,3069488,1459479,1610009,2,1150134,1423973,1082998,200,15347.44
Capital Federal,2036,3065183,1458434,1606749,2,1150134,1423973,1082998,200,15325.915
Capital Federal,2037,3060454,1457173,1603281,2,1150134,1423973,1082998,200,15302.27
Capital Federal,2038,3055302,1455695,1599607,2,1150134,1423973,1082998,200,15276.51
Capital Federal,2039,3049723,1453997,1595726,2,1150134,1423973,1082998,200,15248.615
Capital Federal,2040,3043704,1452069,1591635,2,1150134,1423973,1082998,200,15218.52
Buenos Aires,2010,15716942,7678592,8038350,6,4789484,5377786,4425193,307571,51.10020775690816
Buenos Aires,2011,15909607,7776525,8133082,6,4789484,5377786,4425193,307571,51.72661596834552
Buenos Aires,2012,16100618,7873684,8226934,6,4789484,5377786,4425193,307571,52.34764655965614
Buenos Aires,2013,16289599,7969864,8319735,6,4789484,5377786,4425193,307571,52.962077048876516
Buenos Aires,2014,16476149,8064849,8411300,6,4789484,5377786,4425193,307571,53.568603671997685
Buenos Aires,2015,16659931,8158456,8501475,6,4789484,5377786,4425193,307571,54.16613074704702
Buenos Aires,2016,16841135,8250777,8590358,6,4789484,5377786,4425193,307571,54.755276017569926
Buenos Aires,2017,17020012,8341933,8678079,6,4789484,5377786,4425193,307571,55.33685555530268
Buenos Aires,2018,17196396,8431831,8764565,6,4789484,5377786,4425193,307571,55.91032964746351
Buenos Aires,2019,17370144,8520388,8849756,6,4789484,5377786,4425193,307571,56.475233360752476
Buenos Aires,2020,17541141,8607537,8933604,6,4789484,5377786,4425193,307571,57.03119279776052
Buenos Aires,2021,17709598,8693385,9016213,6,4789484,5377786,4425193,307571,57.5788939789512
Buenos Aires,2022,17875743,8778048,9097695,6,4789484,5377786,4425193,307571,58.119078196579004
Buenos Aires,2023,18039509,8861488,9178021,6,4789484,5377786,4425193,307571,58.65152761476212
Buenos Aires,2024,18200851,8943682,9257169,6,4789484,5377786,4425193,307571,59.17609592581876
Buenos Aires,2025,18359753,9024621,9335132,6,4789484,5377786,4425193,307571,59.692731109239816
Buenos Aires,2026,18516459,9104437,9412022,6,4789484,5377786,4425193,307571,60.20222647778887
Buenos Aires,2027,18671214,9183262,9487952,6,4789484,5377786,4425193,307571,60.70537859551128
Buenos Aires,2028,18824007,9261094,9562913,6,4789484,5377786,4425193,307571,61.202151698307055
Buenos Aires,2029,18974810,9337923,9636887,6,4789484,5377786,4425193,307571,61.6924547502853
Buenos Aires,2030,19123592,9413737,9709855,6,4789484,5377786,4425193,307571,62.176186961709654
Buenos Aires,2031,19270454,9488592,9781862,6,4789484,5377786,4425193,307571,62.653676712043726
Buenos Aires,2032,19415494,9562541,9852953,6,4789484,5377786,4425193,307571,63.12524262690566
Buenos Aires,2033,19558673,9635567,9923106,6,4789484,5377786,4425193,307571,63.59075790630456
Buenos Aires,2034,19699931,9707643,9992288,6,4789484,5377786,4425193,307571,64.05002747333135
Buenos Aires,2035,19839191,9778732,10060459,6,4789484,5377786,4425193,307571,64.50280097928608
Buenos Aires,2036,19976410,9848813,10127597,6,4789484,5377786,4425193,307571,64.94893861905057
Buenos Aires,2037,20111548,9917868,10193680,6,4789484,5377786,4425193,307571,65.38831034135208
Buenos Aires,2038,20244529,9985856,10258673,6,4789484,5377786,4425193,307571,65.82066904877247
Buenos Aires,2039,20375264,10052731,10322533,6,4789484,5377786,4425193,307571,66.24572537722997
Buenos Aires,2040,20503653,10118438,10385215,6,4789484,5377786,4425193,307571,66.66315419854277
Catamarca,2010,377676,188677,188999,10,96001,113634,89376,102602,3.6809808775657396
Catamarca,2011,381548,190654,190894,10,96001,113634,89376,102602,3.7187189333541255
Catamarca,2012,385408,192625,192783,10,96001,113634,89376,102602,3.7563400323580436
Catamarca,2013,389256,194590,194666,10,96001,113634,89376,102602,3.793844174577494
Catamarca,2014,393088,196547,196541,10,96001,113634,89376,102602,3.8311923744176526
Catamarca,2015,396895,198490,198405,10,96001,113634,89376,102602,3.8682969142901698
Catamarca,2016,400678,200420,200258,10,96001,113634,89376,102602,3.9051675405937507
Catamarca,2017,404433,202334,202099,10,96001,113634,89376,102602,3.9417652677335724
Catamarca,2018,408152,204228,203924,10,96001,113634,89376,102602,3.97801212451999
Catamarca,2019,411824,206096,205728,10,96001,113634,89376,102602,4.01380090056724
Catamarca,2020,415438,207933,207505,10,96001,113634,89376,102602,4.049024385489561
Catamarca,2021,418991,209737,209254,10,96001,113634,89376,102602,4.083653340090836
Catamarca,2022,422476,211503,210973,10,96001,113634,89376,102602,4.117619539580125
Catamarca,2023,425885,213228,212657,10,96001,113634,89376,102602,4.150845012767783
Catamarca,2024,429208,214907,214301,10,96001,113634,89376,102602,4.183232295666751
Catamarca,2025,432438,216536,215902,10,96001,113634,89376,102602,4.214713163486092
Catamarca,2026,435572,218113,217459,10,96001,113634,89376,102602,4.245258377029687
Catamarca,2027,438610,219639,218971,10,96001,113634,89376,102602,4.274867936297538
Catamarca,2028,441548,221112,220436,10,96001,113634,89376,102602,4.303502855694821
Catamarca,2029,444382,222529,221853,10,96001,113634,89376,102602,4.331124149626713
Catamarca,2030,447107,223889,223218,10,96001,113634,89376,102602,4.357683086099686
Catamarca,2031,449719,225189,224530,10,96001,113634,89376,102602,4.383140679518918
Catamarca,2032,452217,226430,225787,10,96001,113634,89376,102602,4.407487183485702
Catamarca,2033,454596,227608,226988,10,96001,113634,89376,102602,4.430673866006511
Catamarca,2034,456854,228723,228131,10,96001,113634,89376,102602,4.452681234283932
Catamarca,2035,458989,229774,229215,10,96001,113634,89376,102602,4.473489795520555
Catamarca,2036,460999,230761,230238,10,96001,113634,89376,102602,4.493080056918968
Catamarca,2037,462883,231683,231200,10,96001,113634,89376,102602,4.511442272080466
Catamarca,2038,464640,232540,232100,10,96001,113634,89376,102602,4.528566694606343
Catamarca,2039,466275,233334,232941,10,96001,113634,89376,102602,4.544502056490127
Catamarca,2040,467787,234065,233722,10,96001,113634,89376,102602,4.559238611333113
Córdoba,2010,3373025,1642300,1730725,14,1031843,1232211,978553,165321,20.402882876343597
Córdoba,2011,3411773,1661989,1749784,14,1031843,1232211,978553,165321,20.637263263590228
Córdoba,2012,3450673,1681770,1768903,14,1031843,1232211,978553,165321,20.87256307426159
Córdoba,2013,3489669,1701613,1788056,14,1031843,1232211,978553,165321,21.108443573411726
Córdoba,2014,3528687,1721478,1807209,14,1031843,1232211,978553,165321,21.344457147004917
Córdoba,2015,3567654,1741325,1826329,14,1031843,1232211,978553,165321,21.580162229843758
Córdoba,2016,3606540,1761138,1845402,14,1031843,1232211,978553,165321,21.81537735677863
Córdoba,2017,3645321,1780905,1864416,14,1031843,1232211,978553,165321,22.04995735568984
Córdoba,2018,3683937,1800593,1883344,14,1031843,1232211,978553,165321,22.28353929627815
Córdoba,2019,3722332,1820172,1902160,14,1031843,1232211,978553,165321,22.515784443597607
Córdoba,2020,3760450,1839612,1920838,14,1031843,1232211,978553,165321,22.74635406270226
Córdoba,2021,3798261,1858896,1939365,14,1031843,1232211,978553,165321,22.975066688442485
Córdoba,2022,3835738,1878010,1957728,14,1031843,1232211,978553,165321,23.201759002183632
Córdoba,2023,3872830,1896928,1975902,14,1031843,1232211,978553,165321,23.426122513171347
Córdoba,2024,3909489,1915625,1993864,14,1031843,1232211,978553,165321,23.64786687716624
Córdoba,2025,3945677,1934082,2011595,14,1031843,1232211,978553,165321,23.86676223831213
Córdoba,2026,3981393,1952301,2029092,14,1031843,1232211,978553,165321,24.0828025477707
Córdoba,2027,4016659,1970295,2046364,14,1031843,1232211,978553,165321,24.296120879985
Córdoba,2028,4051461,1988057,2063404,14,1031843,1232211,978553,165321,24.506632551218537
Córdoba,2029,4085783,2005579,2080204,14,1031843,1232211,978553,165321,24.71424078005819
Córdoba,2030,4119615,2022857,2096758,14,1031843,1232211,978553,165321,24.91888507812075
Córdoba,2031,4152951,2039888,2113063,14,1031843,1232211,978553,165321,25.120529152376285
Córdoba,2032,4185790,2056671,2129119,14,1031843,1232211,978553,165321,25.319166953986485
Córdoba,2033,4218137,2073209,2144928,14,1031843,1232211,978553,165321,25.51482872714295
Córdoba,2034,4250000,2089505,2160495,14,1031843,1232211,978553,165321,25.707562862552248
Córdoba,2035,4281389,2105563,2175826,14,1031843,1232211,978553,165321,25.897429848597575
Córdoba,2036,4312310,2121388,2190922,14,1031843,1232211,978553,165321,26.084465978308867
Córdoba,2037,4342769,2136982,2205787,14,1031843,1232211,978553,165321,26.268707544716037
Córdoba,2038,4372781,2152351,2220430,14,1031843,1232211,978553,165321,26.4502452803939
Córdoba,2039,4402358,2167500,2234858,14,1031843,1232211,978553,165321,26.629151771402302
Córdoba,2040,4431509,2182434,2249075,14,1031843,1232211,978553,165321,26.805481457286128
Corrientes,2010,1017731,501452,516279,18,267797,292644,248844,88199,11.539031054773863
Corrientes,2011,1028248,506702,521546,18,267797,292644,248844,88199,11.658272769532534
Corrientes,2012,1038786,511969,526817,18,267797,292644,248844,88199,11.777752582228823
Corrientes,2013,1049325,517240,532085,18,267797,292644,248844,88199,11.897243732922142
Corrientes,2014,1059836,522500,537336,18,267797,292644,248844,88199,12.016417419698636
Corrientes,2015,1070283,527731,542552,18,267797,292644,248844,88199,12.134865474665245
Corrientes,2016,1080655,532925,547730,18,267797,292644,248844,88199,12.252463179854647
Corrientes,2017,1090938,538075,552863,18,267797,292644,248844,88199,12.369051803308427
Corrientes,2018,1101084,543156,557928,18,267797,292644,248844,88199,12.484087121169175
Corrientes,2019,1111052,548147,562905,18,267797,292644,248844,88199,12.59710427555868
Corrientes,2020,1120801,553026,567775,18,267797,292644,248844,88199,12.707638408598736
Corrientes,2021,1130320,557787,572533,18,267797,292644,248844,88199,12.815564802322022
Corrientes,2022,1139604,562427,577177,18,267797,292644,248844,88199,12.920826766743387
Corrientes,2023,1148631,566935,581696,18,267797,292644,248844,88199,13.023174865928185
Corrientes,2024,1157386,571303,586083,18,267797,292644,248844,88199,13.122439029920974
Corrientes,2025,1165860,575526,590334,18,267797,292644,248844,88199,13.21851721674849
Corrientes,2026,1174065,579610,594455,18,267797,292644,248844,88199,13.311545482375085
Corrientes,2027,1182008,583560,598448,18,267797,292644,248844,88199,13.401603192779964
Corrientes,2028,1189680,587371,602309,18,267797,292644,248844,88199,13.488588305989865
Corrientes,2029,1197076,591042,606034,18,267797,292644,248844,88199,13.572444132019637
Corrientes,2030,1204189,594569,609620,18,267797,292644,248844,88199,13.653091304890077
Corrientes,2031,1211027,597957,613070,18,267797,292644,248844,88199,13.730620528577422
Corrientes,2032,1217593,601207,616386,18,267797,292644,248844,88199,13.805065817072755
Corrientes,2033,1223885,604319,619566,18,267797,292644,248844,88199,13.876404494382022
Corrientes,2034,1229901,607293,622608,18,267797,292644,248844,88199,13.944613884511162
Corrientes,2035,1235644,610131,625513,18,267797,292644,248844,88199,14.009728001451263
Corrientes,2036,1241119,612836,628283,18,267797,292644,248844,88199,14.071803535187474
Corrientes,2037,1246340,615417,630923,18,267797,292644,248844,88199,14.130999217678205
Corrientes,2038,1251313,617876,633437,18,267797,292644,248844,88199,14.187383076905634
Corrientes,2039,1256046,620219,635827,18,267797,292644,248844,88199,14.241045816845997
Corrientes,2040,1260548,622451,638097,18,267797,292644,248844,88199,14.292089479472557
Chaco,2010,1080017,534347,545670,22,288422,312602,270133,99633,10.839952626137926
Chaco,2011,1092625,540391,552234,22,288422,312602,270133,99633,10.966497044152039
Chaco,2012,1105280,546471,558809,22,288422,312602,270133,99633,11.09351319341985
Chaco,2013,1117953,552570,565383,22,288422,312602,270133,99633,11.220710005720996
Chaco,2014,1130608,558670,571938,22,288422,312602,270133,99633,11.347726154988809
Chaco,2015,1143201,564746,578455,22,288422,312602,270133,99633,11.474120020475144
Chaco,2016,1155723,570793,584930,22,288422,312602,270133,99633,11.599801270663335
Chaco,2017,1168165,576806,591359,22,288422,312602,270133,99633,11.724679574036715
Chaco,2018,1180477,582759,597718,22,288422,312602,270133,99633,11.848253088836028
Chaco,2019,1192616,588629,603987,22,288422,312602,270133,99633,11.970090231148314
Chaco,2020,1204541,594394,610147,22,288422,312602,270133,99633,12.089779490730983
Chaco,2021,1216247,600052,616195,22,288422,312602,270133,99633,12.207270683408108
Chaco,2022,1227736,605603,622133,22,288422,312602,270133,99633,12.32258388285006
Chaco,2023,1238989,611037,627952,22,288422,312602,270133,99633,12.43552838918832
Chaco,2024,1249992,616347,633645,22,288422,312602,270133,99633,12.5459636867303
Chaco,2025,1260737,621528,639209,22,288422,312602,270133,99633,12.653809480794516
Chaco,2026,1271241,626589,644652,22,288422,312602,270133,99633,12.759236397579116
Chaco,2027,1281525,631540,649985,22,288422,312602,270133,99633,12.862455210622986
Chaco,2028,1291581,636378,655203,22,288422,312602,270133,99633,12.963385625244648
Chaco,2029,1301397,641096,660301,22,288422,312602,270133,99633,13.061907199421878
Chaco,2030,1310964,645690,665274,22,288422,312602,270133,99633,13.157929601638012
Chaco,2031,1320278,650158,670120,22,288422,312602,270133,99633,13.251412684552307
Chaco,2032,1329337,654500,674837,22,288422,312602,270133,99633,13.342336374494394
Chaco,2033,1338130,658710,679420,22,288422,312602,270133,99633,13.430590266277237
Chaco,2034,1346652,662787,683865,22,288422,312602,270133,99633,13.51612417572491
Chaco,2035,1354895,666726,688169,22,288422,312602,270133,99633,13.598857808155932
Chaco,2036,1362863,670530,692333,22,288422,312602,270133,99633,13.678831310911043
Chaco,2037,1370566,674204,696362,22,288422,312602,270133,99633,13.756145052342095
Chaco,2038,1378007,677751,700256,22,288422,312602,270133,99633,13.830829142954643
Chaco,2039,1385188,681171,704017,22,288422,312602,270133,99633,13.902903656419058
Chaco,2040,1392114,684468,707646,22,288422,312602,270133,99633,13.972418776911264
Chubut,2010,513433,256540,256893,26,157166,177985,147176,224686,2.285113447210774
Chubut,2011,524201,262005,262196,26,157166,177985,147176,224686,2.333038106513089
Chubut,2012,534945,267460,267485,26,157166,177985,147176,224686,2.380855950081447
Chubut,2013,545656,272901,272755,26,157166,177985,147176,224686,2.428526922015613
Chubut,2014,556319,278319,278000,26,157166,177985,147176,224686,2.4759842624818638
Chubut,2015,566922,283708,283214,26,157166,177985,147176,224686,2.52317456361322
Chubut,2016,577466,289068,288398,26,157166,177985,147176,224686,2.5701022760652643
Chubut,2017,587956,294402,293554,26,157166,177985,147176,224686,2.616789653115904
Chubut,2018,598380,299702,298678,26,157166,177985,147176,224686,2.66318328689816
Chubut,2019,608729,304965,303764,26,157166,177985,147176,224686,2.7092431215117987
Chubut,2020,618994,310185,308809,26,157166,177985,147176,224686,2.7549291010565855
Chubut,2021,629181,315365,313816,26,157166,177985,147176,224686,2.80026792946601
Chubut,2022,639294,320508,318786,26,157166,177985,147176,224686,2.845277409362399
Chubut,2023,649330,325610,323720,26,157166,177985,147176,224686,2.889944188779007
Chubut,2024,659284,330670,328614,26,157166,177985,147176,224686,2.9342460144379268
Chubut,2025,669155,335688,333467,26,157166,177985,147176,224686,2.978178435683576
Chubut,2026,678951,340667,338284,26,157166,177985,147176,224686,3.021777057760608
Chubut,2027,688682,345612,343070,26,157166,177985,147176,224686,3.0650863872248384
Chubut,2028,698351,350524,347827,26,157166,177985,147176,224686,3.108119776043011
Chubut,2029,707956,355402,352554,26,157166,177985,147176,224686,3.1508683229039636
Chubut,2030,717495,360246,357249,26,157166,177985,147176,224686,3.193323126496533
Chubut,2031,726971,365057,361914,26,157166,177985,147176,224686,3.2354975387874636
Chubut,2032,736386,369836,366550,26,157166,177985,147176,224686,3.277400461087918
Chubut,2033,745737,374582,371155,26,157166,177985,147176,224686,3.3190185414311526
Chubut,2034,755021,379293,375728,26,157166,177985,147176,224686,3.3603384278504222
Chubut,2035,764230,383965,380265,26,157166,177985,147176,224686,3.4013245151010745
Chubut,2036,773367,388600,384767,26,157166,177985,147176,224686,3.4419901551498535
Chubut,2037,782427,393195,389232,26,157166,177985,147176,224686,3.4823130947188523
Chubut,2038,791405,397749,393656,26,157166,177985,147176,224686,3.522271080530162
Chubut,2039,800299,402259,398040,26,157166,177985,147176,224686,3.5618552112726203
Chubut,2040,809102,406723,402379,26,157166,177985,147176,224686,3.6010343323571563
Entre Ríos,2010,1255574,615107,640467,30,375121,425591,357250,78781,15.937523006816365
Entre Ríos,2011,1268744,621717,647027,30,375121,425591,357250,78781,16.104695294550716
Entre Ríos,2012,1281931,628346,653585,30,375121,425591,357250,78781,16.272083370355798
Entre Ríos,2013,1295121,634985,660136,30,375121,425591,357250,78781,16.439509526408653
Entre Ríos,2014,1308290,641619,666671,30,375121,425591,357250,78781,16.60666912072708
Entre Ríos,2015,1321415,648236,673179,30,375121,425591,357250,78781,16.773270204744797
Entre Ríos,2016,1334489,654832,679657,30,375121,425591,357250,78781,16.939223924550337
Entre Ríos,2017,1347508,661403,686105,30,375121,425591,357250,78781,17.10447950647999
Entre Ríos,2018,1360443,667934,692509,30,375121,425591,357250,78781,17.26866884147193
Entre Ríos,2019,1373270,674412,698858,30,375121,425591,357250,78781,17.431487287543952
Entre Ríos,2020,1385961,680822,705139,30,375121,425591,357250,78781,17.59257942905015
Entre Ríos,2021,1398510,687159,711351,30,375121,425591,357250,78781,17.75186910549498
Entre Ríos,2022,1410908,693419,717489,30,375121,425591,357250,78781,17.909242076135108
Entre Ríos,2023,1423136,699592,723544,30,375121,425591,357250,78781,18.06445716606796
Entre Ríos,2024,1435177,705669,729508,30,375121,425591,357250,78781,18.217298587222807
Entre Ríos,2025,1447019,711644,735375,30,375121,425591,357250,78781,18.36761401860855
Entre Ríos,2026,1458661,717517,741144,30,375121,425591,357250,78781,18.515390766809254
Entre Ríos,2027,1470109,723292,746817,30,375121,425591,357250,78781,18.660704992320483
Entre Ríos,2028,1481358,728967,752391,30,375121,425591,357250,78781,18.803493228062603
Entre Ríos,2029,1492399,734538,757861,30,375121,425591,357250,78781,18.94364123329229
Entre Ríos,2030,1503222,740000,763222,30,375121,425591,357250,78781,19.081022073850296
Entre Ríos,2031,1513825,745353,768472,30,375121,425591,357250,78781,19.215610362904762
Entre Ríos,2032,1524206,750595,773611,30,375121,425591,357250,78781,19.347380713623842
Entre Ríos,2033,1534359,755724,778635,30,375121,425591,357250,78781,19.47625696551199
Entre Ríos,2034,1544281,760740,783541,30,375121,425591,357250,78781,19.60220103832142
Entre Ríos,2035,1553972,765642,788330,30,375121,425591,357250,78781,19.725212932052145
Entre Ríos,2036,1563429,770428,793001,30,375121,425591,357250,78781,19.84525456645638
